crate_id,crate_size,created_at,downloads,features,id,license,num,published_by,updated_at,yanked
3959,,2016-04-07 03:59:09.180416,5706,"{""unstable"": []}",25158,Apache-2.0,0.2.1,,2017-11-30 02:27:26.349369,f
